Thu Jul 11 10:53:18 2013,,,,,
14214416,1425,27593159,,,
14214417,1050,27594209,,,
14214418,1050,27595259,,,
14214419,1350,27596609,,,
14214420,675,27597284,,,
14214421,2250,27599534,,,
14214422,750,27600284,,,
14214423,1725,27602009,,,
14214424,900,27602909,,,
14214425,675,27603584,,,
14214426,1200,27604784,,,
14214427,975,27605759,,,
14214428,2100,27607859,,,
14214429,1275,27609134,,,
14214430,975,27610109,,,
14214431,1125,27611234,,,
14214432,600,27611834,,,
14214433,1650,27613484,,,
14214434,825,27614309,,,
14214435,750,27615059,,,
14214436,900,27615959,,,
14214437,825,27616784,,,
14214438,1425,27618209,,,
14214439,750,27618959,,,
14214440,1500,27620459,,,
14214441,1350,27621809,,,
14214442,1200,27623009,,,
14214443,1650,27624659,,,
14214444,900,27625559,,,
14214445,1200,27626759,,,
14214446,900,27627659,,,
14214447,1575,27629234,,,
14214448,1875,27631109,,,
14214449,825,27631934,,,
14214450,1575,27633509,,,
14214451,1800,27635309,,,
14214452,900,27636209,,,
14214453,1350,27637559,,,
14214454,825,27638384,,,
14214455,1425,27639809,,,
14214456,825,27640634,,,
14214457,975,27641609,,,
14214458,1350,27642959,,,
14214459,600,27643559,,,
14214460,3225,27646784,,,
14214461,1275,27648059,,,
14214462,750,27648809,,,
14214463,1800,27650609,,,
14214464,825,27651434,,,
14214465,1875,27653309,,,
14214466,600,27653909,,,
14214467,975,27654884,,,
14214468,1800,27656684,,,
14214469,750,27657434,,,
14214470,1725,27659159,,,
14214471,825,27659984,,,
14214472,975,27660959,,,
14214473,1125,27662084,,,
14214474,675,27662759,,,
14214475,1350,27664109,,,
14214476,750,27664859,,,
14214477,1500,27666359,,,
14214478,900,27667259,,,
14214479,1125,27668384,,,
14214480,1350,27669734,,,
14214481,825,27670559,,,
14214482,1875,27672434,,,
14214483,825,27673259,,,
14214484,750,27674009,,,
14214485,1350,27675359,,,
14214486,600,27675959,,,
14214487,2100,27678059,,,
14214488,825,27678884,,,
14214489,975,27679859,,,
14214490,900,27680759,,,
14214491,825,27681584,,,
14214492,2100,27683684,,,
14214493,900,27684584,,,
14214494,1350,27685934,,,
14214495,900,27686834,,,
14214496,750,27687584,,,
14214497,1575,27689159,,,
14214498,1275,27690434,,,
14214499,1125,27691559,,,
14214500,1350,27692909,,,
14214501,1125,27694034,,,
14214502,1575,27695609,,,
14214503,675,27696284,,,
14214504,1575,27697859,,,
14214505,900,27698759,,,
14214506,675,27699434,,,
14214507,1650,27701084,,,
14214508,1275,27702359,,,
14214509,2250,27704609,,,
14214510,1275,27705884,,,
14214511,750,27706634,,,
14214512,1125,27707759,,,
14214513,600,27708359,,,
14214514,2325,27710684,,,
14214515,1050,27711734,,,
14214516,750,27712484,,,
14214517,900,27713384,,,
14214518,1050,27714434,,,
14214519,1650,27716084,,,
14214520,600,27716684,,,
14214521,975,27717659,,,
14214522,900,27718559,,,
14214523,750,27719309,,,
14214524,1950,27721259,,,
14214525,975,27722234,,,
14214526,1050,27723284,,,
14214527,1125,27724409,,,
14214528,2250,27726659,,,
14214529,1800,27728459,,,
14214530,600,27729059,,,
14214531,1875,27730934,,,
14214532,1125,27732059,,,
14214533,675,27732734,,,
14214534,1950,27734684,,,
14214535,1200,27735884,,,
14214536,1350,27737234,,,
14214537,1050,27738284,,,
14214538,750,27739034,,,
14214539,1500,27740534,,,
14214540,900,27741434,,,
14214541,1425,27742859,,,
14214542,1275,27744134,,,
14214543,975,27745109,,,
14214544,1125,27746234,,,
14214545,825,27747059,,,
14214546,3225,27750284,,,
14214547,600,27750884,,,
14214548,975,27751859,,,
14214549,1575,27753434,,,
14214550,750,27754184,,,
14214551,1725,27755909,,,
14214552,825,27756734,,,
14214553,975,27757709,,,
14214554,1575,27759284,,,
14214555,1350,27760634,,,
14214556,1800,27762434,,,
14214557,675,27763109,,,
14214558,1350,27764459,,,
14214559,900,27765359,,,
14214560,1350,27766709,,,
14214561,1200,27767909,,,
14214562,975,27768884,,,
14214563,1650,27770534,,,
14214564,1050,27771584,,,
14214565,750,27772334,,,
14214566,1125,27773459,,,
14214567,600,27774059,,,
14214568,1650,27775709,,,
14214569,825,27776534,,,
14214570,750,27777284,,,
14214571,1350,27778634,,,
14214572,825,27779459,,,
14214573,1425,27780884,,,
14214574,900,27781784,,,
14214575,1125,27782909,,,
14214576,900,27783809,,,
14214577,1200,27785009,,,
14214578,1275,27786284,,,
14214579,825,27787109,,,
14214580,975,27788084,,,
14214581,1350,27789434,,,
14214582,900,27790334,,,
14214583,1350,27791684,,,
14214584,600,27792284,,,
14214585,1425,27793709,,,
14214586,900,27794609,,,
14214587,900,27795509,,,
14214588,1725,27797234,,,
14214589,1125,27798359,,,
14214590,1650,27800009,,,
14214591,1050,27801059,,,
14214592,975,27802034,,,
14214593,1200,27803234,,,
14214594,750,27803984,,,
14214595,2100,27806084,,,
14214596,825,27806909,,,
14214597,750,27807659,,,
14214598,1125,27808784,,,
14214599,1050,27809834,,,
14214600,1425,27811259,,,
14214601,900,27812159,,,
14214602,1350,27813509,,,
14214603,1125,27814634,,,
14214604,750,27815384,,,
14214605,1425,27816809,,,
14214606,1050,27817859,,,
14214607,1050,27818909,,,
14214608,900,27819809,,,
14214609,675,27820484,,,
14214610,2475,27822959,,,
14214611,600,27823559,,,
14214612,1425,27824984,,,
14214613,1125,27826109,,,
14214614,675,27826784,,,
14214615,2025,27828809,,,
14214616,1350,27830159,,,
14214617,1800,27831959,,,
14214618,825,27832784,,,
14214619,750,27833534,,,
14214620,1125,27834659,,,
14214621,600,27835259,,,
14214622,1650,27836909,,,
14214623,1050,27837959,,,
14214624,750,27838709,,,
14214625,1575,27840284,,,
14214626,825,27841109,,,
14214627,2325,27843434,,,
14214628,1050,27844484,,,
14214629,1425,27845909,,,
14214630,1125,27847034,,,
14214631,1425,27848459,,,
14214632,1650,27850109,,,
14214633,900,27851009,,,
14214634,1200,27852209,,,
14214635,1125,27853334,,,
14214636,675,27854009,,,
14214637,1500,27855509,,,
14214638,675,27856184,,,
14214639,1200,27857384,,,
14214640,1575,27858959,,,
14214641,675,27859634,,,
14214642,2025,27861659,,,
14214643,825,27862484,,,
14214644,1200,27863684,,,
14214645,1950,27865634,,,
14214646,750,27866384,,,
14214647,1575,27867959,,,
14214648,600,27868559,,,
14214649,1875,27870434,,,
14214650,825,27871259,,,
14214651,750,27872009,,,
14214652,900,27872909,,,
14214653,825,27873734,,,
14214654,1425,27875159,,,
14214655,600,27875759,,,
14214656,1200,27876959,,,
14214657,1125,27878084,,,
14214658,975,27879059,,,
14214659,1275,27880334,,,
14214660,825,27881159,,,
14214661,1200,27882359,,,
14214662,1125,27883484,,,
14214663,675,27884159,,,
14214664,1575,27885734,,,
14214665,600,27886334,,,
14214666,1425,27887759,,,
14214667,1350,27889109,,,
14214668,675,27889784,,,
14214669,1200,27890984,,,
14214670,1275,27892259,,,
14214671,1800,27894059,,,
14214672,1050,27895109,,,
14214673,1200,27896309,,,
14214674,3225,27899534,,,
14214675,750,27900284,,,
14214676,1875,27902159,,,
14214677,1050,27903209,,,
14214678,975,27904184,,,
14214679,900,27905084,,,
14214680,2175,27907259,,,
14214681,2325,27909584,,,
14214682,1200,27910784,,,
14214683,1725,27912509,,,
14214684,1575,27914084,,,
14214685,1425,27915509,,,
14214686,1500,27917009,,,
14214687,825,27917834,,,
14214688,1425,27919259,,,
14214689,900,27920159,,,
14214690,675,27920834,,,
14214691,2025,27922859,,,
14214692,900,27923759,,,
14214693,1350,27925109,,,
14214694,1125,27926234,,,
14214695,1125,27927359,,,
14214696,1125,27928484,,,
14214697,825,27929309,,,
14214698,1200,27930509,,,
14214699,1275,27931784,,,
14214700,1200,27932984,,,
14214701,1200,27934184,,,
14214702,750,27934934,,,
14214703,1650,27936584,,,
14214704,825,27937409,,,
14214705,750,27938159,,,
14214706,900,27939059,,,
14214707,825,27939884,,,
14214708,2325,27942209,,,
14214709,600,27942809,,,
14214710,2325,27945134,,,
14214711,1125,27946259,,,
14214712,1425,27947684,,,
14214713,1275,27948959,,,
14214714,2175,27951134,,,
14214715,2100,27953234,,,
14214716,900,27954134,,,
14214717,675,27954809,,,
14214718,1350,27956159,,,
14214719,675,27956834,,,
14214720,1350,27958184,,,
14214721,900,27959084,,,
14214722,675,27959759,,,
14214723,2700,27962459,,,
14214724,900,27963359,,,
14214725,2250,27965609,,,
14214726,1050,27966659,,,
14214727,750,27967409,,,
14214728,2250,27969659,,,
14214729,1050,27970709,,,
14214730,1425,27972134,,,
14214731,825,27972959,,,
14214732,1200,27974159,,,
14214733,1125,27975284,,,
14214734,1050,27976334,,,
14214735,1650,27977984,,,
14214736,750,27978734,,,
14214737,1050,27979784,,,
14214738,1575,27981359,,,
14214739,975,27982334,,,
14214740,1275,27983609,,,
14214741,825,27984434,,,
14214742,975,27985409,,,
14214743,1125,27986534,,,
14214744,675,27987209,,,
14214745,2025,27989234,,,
14214746,600,27989834,,,
14214747,1425,27991259,,,
14214748,1350,27992609,,,
14214749,675,27993284,,,
14214750,1350,27994634,,,
14214751,825,27995459,,,
14214752,1200,27996659,,,
14214753,825,27997484,,,
14214754,975,27998459,,,
14214755,1125,27999584,,,
14214756,600,28000184,,,
14214757,1875,28002059,,,
14214758,825,28002884,,,
14214759,750,28003634,,,
14214760,900,28004534,,,
14214761,825,28005359,,,
14214762,1875,28007234,,,
14214763,750,28007984,,,
14214764,1275,28009259,,,
14214765,2025,28011284,,,
14214766,975,28012259,,,
14214767,2175,28014434,,,
14214768,825,28015259,,,
14214769,1425,28016684,,,
14214770,1125,28017809,,,
14214771,900,28018709,,,
14214772,1350,28020059,,,
14214773,675,28020734,,,
14214774,1575,28022309,,,
14214775,900,28023209,,,
14214776,675,28023884,,,
14214777,1575,28025459,,,
14214778,900,28026359,,,
14214779,1350,28027709,,,
14214780,825,28028534,,,
14214781,975,28029509,,,
14214782,1575,28031084,,,
14214783,600,28031684,,,
14214784,1425,28033109,,,
14214785,825,28033934,,,
14214786,1200,28035134,,,
14214787,900,28036034,,,
14214788,1050,28037084,,,
14214789,2325,28039409,,,
14214790,600,28040009,,,
14214791,975,28040984,,,
14214792,1575,28042559,,,
14214793,975,28043534,,,
14214794,1575,28045109,,,
14214795,975,28046084,,,
14214796,1200,28047284,,,
14214797,1125,28048409,,,
14214798,675,28049084,,,
14214799,1575,28050659,,,
14214800,675,28051334,,,
14214801,2025,28053359,,,
14214802,1125,28054484,,,
14214803,900,28055384,,,
14214804,1575,28056959,,,
14214805,825,28057784,,,
14214806,1200,28058984,,,
14214807,825,28059809,,,
14214808,750,28060559,,,
14214809,1200,28061759,,,
14214810,750,28062509,,,
14214811,1875,28064384,,,
14214812,1050,28065434,,,
14214813,1650,28067084,,,
14214814,900,28067984,,,
14214815,825,28068809,,,
14214816,1425,28070234,,,
14214817,750,28070984,,,
14214818,1050,28072034,,,
14214819,1350,28073384,,,
14214820,750,28074134,,,
14214821,1275,28075409,,,
14214822,1275,28076684,,,
14214823,1875,28078559,,,
14214824,1125,28079684,,,
14214825,675,28080359,,,
14214826,1950,28082309,,,
14214827,1425,28083734,,,
14214828,2250,28085984,,,
14214829,1350,28087334,,,
14214830,675,28088009,,,
14214831,1125,28089134,,,
14214832,1050,28090184,,,
14214833,1650,28091834,,,
14214834,1050,28092884,,,
14214835,750,28093634,,,
14214836,1350,28094984,,,
14214837,600,28095584,,,
14214838,1425,28097009,,,
14214839,825,28097834,,,
14214840,975,28098809,,,
14214841,900,28099709,,,
14214842,825,28100534,,,
14214843,1650,28102184,,,
14214844,600,28102784,,,
14214845,1200,28103984,,,
14214846,900,28104884,,,
14214847,750,28105634,,,
14214848,1725,28107359,,,
14214849,825,28108184,,,
14214850,975,28109159,,,
14214851,1125,28110284,,,
14214852,675,28110959,,,
14214853,2625,28113584,,,
14214854,675,28114259,,,
14214855,1875,28116134,,,
14214856,1125,28117259,,,
14214857,900,28118159,,,
14214858,1350,28119509,,,
14214859,1500,28121009,,,
14214860,1650,28122659,,,
14214861,1275,28123934,,,
14214862,750,28124684,,,
14214863,1275,28125959,,,
14214864,900,28126859,,,
14214865,1425,28128284,,,
14214866,825,28129109,,,
14214867,1200,28130309,,,
14214868,900,28131209,,,
14214869,825,28132034,,,
14214870,1875,28133909,,,
14214871,750,28134659,,,
14214872,1050,28135709,,,
14214873,900,28136609,,,
14214874,1200,28137809,,,
14214875,1500,28139309,,,
14214876,975,28140284,,,
14214877,1050,28141334,,,
14214878,900,28142234,,,
14214879,675,28142909,,,
14214880,1950,28144859,,,
14214881,1125,28145984,,,
14214882,3000,28148984,,,
14214883,1800,28150784,,,
14214884,900,28151684,,,
14214885,1350,28153034,,,
14214886,900,28153934,,,
14214887,1350,28155284,,,
14214888,825,28156109,,,
14214889,750,28156859,,,
14214890,1200,28158059,,,
14214891,750,28158809,,,
14214892,2775,28161584,,,
14214893,825,28162409,,,
14214894,750,28163159,,,
14214895,1575,28164734,,,
14214896,2175,28166909,,,
14214897,1425,28168334,,,
14214898,1050,28169384,,,
14214899,1200,28170584,,,
14214900,1125,28171709,,,
14214901,1200,28172909,,,
14214902,2175,28175084,,,
14214903,1425,28176509,,,
14214904,1500,28178009,,,
14214905,900,28178909,,,
14214906,675,28179584,,,
14214907,1650,28181234,,,
14214908,750,28181984,,,
14214909,1200,28183184,,,
14214910,900,28184084,,,
14214911,675,28184759,,,
14214912,1575,28186334,,,
14214913,825,28187159,,,
14214914,1200,28188359,,,
14214915,1050,28189409,,,
14214916,975,28190384,,,
14214917,1125,28191509,,,
14214918,600,28192109,,,
14214919,1875,28193984,,,
14214920,825,28194809,,,
14214921,750,28195559,,,
14214922,900,28196459,,,
14214923,1275,28197734,,,
14214924,1425,28199159,,,
14214925,750,28199909,,,
14214926,1050,28200959,,,
14214927,1350,28202309,,,
14214928,1200,28203509,,,
14214929,1950,28205459,,,
14214930,975,28206434,,,
14214931,1275,28207709,,,
14214932,900,28208609,,,
14214933,900,28209509,,,
14214934,1350,28210859,,,
14214935,600,28211459,,,
14214936,1200,28212659,,,
14214937,900,28213559,,,
14214938,675,28214234,,,
14214939,1350,28215584,,,
14214940,1650,28217234,,,
14214941,1950,28219184,,,
14214942,825,28220009,,,
14214943,1425,28221434,,,
14214944,1125,28222559,,,
14214945,600,28223159,,,
14214946,1650,28224809,,,
14214947,1050,28225859,,,
14214948,1200,28227059,,,
14214949,900,28227959,,,
14214950,825,28228784,,,
14214951,1650,28230434,,,
14214952,600,28231034,,,
14214953,1650,28232684,,,
14214954,1350,28234034,,,
14214955,750,28234784,,,
14214956,1425,28236209,,,
14214957,1950,28238159,,,
14214958,1725,28239884,,,
14214959,900,28240784,,,
14214960,675,28241459,,,
14214961,1725,28243184,,,
14214962,750,28243934,,,
14214963,2475,28246409,,,
14214964,900,28247309,,,
14214965,900,28248209,,,
14214966,1275,28249484,,,
14214967,1200,28250684,,,
14214968,1800,28252484,,,
14214969,825,28253309,,,
14214970,975,28254284,,,
14214971,1350,28255634,,,
14214972,600,28256234,,,
14214973,1425,28257659,,,
14214974,825,28258484,,,
14214975,975,28259459,,,
14214976,900,28260359,,,
14214977,825,28261184,,,
14214978,2325,28263509,,,
14214979,1050,28264559,,,
14214980,1425,28265984,,,
14214981,900,28266884,,,
14214982,750,28267634,,,
14214983,1500,28269134,,,
14214984,975,28270109,,,
14214985,1050,28271159,,,
14214986,1350,28272509,,,
14214987,900,28273409,,,
14214988,1875,28275284,,,
14214989,750,28276034,,,
14214990,1200,28277234,,,
14214991,1125,28278359,,,
14214992,675,28279034,,,
14214993,1125,28280159,,,
14214994,825,28280984,,,
14214995,2325,28283309,,,
14214996,825,28284134,,,
14214997,1200,28285334,,,
14214998,2025,28287359,,,
14214999,600,28287959,,,
14215000,1650,28289609,,,
14215001,1725,28291334,,,
14215002,750,28292084,,,
14215003,900,28292984,,,
14215004,825,28293809,,,
14215005,1875,28295684,,,
14215006,750,28296434,,,
14215007,1725,28298159,,,
14215008,1125,28299284,,,
14215009,750,28300034,,,
14215010,1875,28301909,,,
14215011,1200,28303109,,,
14215012,1125,28304234,,,
14215013,1125,28305359,,,
14215014,675,28306034,,,
14215015,1500,28307534,,,
14215016,750,28308284,,,
14215017,1575,28309859,,,
14215018,1125,28310984,,,
14215019,675,28311659,,,
14215020,1200,28312859,,,
14215021,975,28313834,,,
14215022,1200,28315034,,,
14215023,825,28315859,,,
14215024,750,28316609,,,
14215025,1350,28317959,,,
14215026,600,28318559,,,
14215027,3225,28321784,,,
14215028,825,28322609,,,
14215029,750,28323359,,,
14215030,1125,28324484,,,
14215031,825,28325309,,,
14215032,1875,28327184,,,
14215033,750,28327934,,,
14215034,1050,28328984,,,
14215035,1125,28330109,,,
14215036,1200,28331309,,,
14215037,2250,28333559,,,
14215038,1125,28334684,,,
14215039,1050,28335734,,,
14215040,1125,28336859,,,
14215041,1125,28337984,,,
14215042,1500,28339484,,,
14215043,750,28340234,,,
14215044,1350,28341584,,,
14215045,1350,28342934,,,
14215046,900,28343834,,,
14215047,1725,28345559,,,
14215048,1125,28346684,,,
14215049,1425,28348109,,,
14215050,1275,28349384,,,
14215051,750,28350134,,,
14215052,1350,28351484,,,
14215053,600,28352084,,,
14215054,2100,28354184,,,
14215055,825,28355009,,,
14215056,750,28355759,,,
14215057,1125,28356884,,,
14215058,825,28357709,,,
14215059,1425,28359134,,,
14215060,750,28359884,,,
14215061,1050,28360934,,,
14215062,1350,28362284,,,
14215063,750,28363034,,,
14215064,1500,28364534,,,
14215065,1125,28365659,,,
14215066,1125,28366784,,,
14215067,1575,28368359,,,
14215068,900,28369259,,,
14215069,1725,28370984,,,
14215070,675,28371659,,,
14215071,1875,28373534,,,
14215072,900,28374434,,,
14215073,1575,28376009,,,
14215074,1350,28377359,,,
14215075,975,28378334,,,
14215076,1500,28379834,,,
14215077,825,28380659,,,
14215078,750,28381409,,,
14215079,1350,28382759,,,
14215080,600,28383359,,,
14215081,1425,28384784,,,
14215082,1275,28386059,,,
14215083,1200,28387259,,,
14215084,900,28388159,,,
14215085,825,28388984,,,
14215086,1425,28390409,,,
14215087,600,28391009,,,
14215088,1200,28392209,,,
14215089,1125,28393334,,,
14215090,750,28394084,,,
14215091,1275,28395359,,,
14215092,825,28396184,,,
14215093,975,28397159,,,
14215094,1350,28398509,,,
14215095,1350,28399859,,,
14215096,1950,28401809,,,
14215097,750,28402559,,,
14215098,1350,28403909,,,
14215099,900,28404809,,,
14215100,675,28405484,,,
14215101,1425,28406909,,,
14215102,1425,28408334,,,
14215103,1200,28409534,,,
14215104,825,28410359,,,
14215105,975,28411334,,,
14215106,1350,28412684,,,
14215107,600,28413284,,,
14215108,1425,28414709,,,
14215109,825,28415534,,,
14215110,750,28416284,,,
14215111,900,28417184,,,
14215112,825,28418009,,,
14215113,2775,28420784,,,
14215114,750,28421534,,,
14215115,1050,28422584,,,
14215116,900,28423484,,,
14215117,1200,28424684,,,
14215118,1425,28426109,,,
14215119,1200,28427309,,,
14215120,1125,28428434,,,
14215121,900,28429334,,,
14215122,675,28430009,,,
14215123,1575,28431584,,,
14215124,750,28432334,,,
14215125,1950,28434284,,,
14215126,900,28435184,,,
14215127,2250,28437434,,,
14215128,1200,28438634,,,
14215129,975,28439609,,,
14215130,1200,28440809,,,
14215131,1950,28442759,,,
14215132,2325,28445084,,,
14215133,1350,28446434,,,
14215134,600,28447034,,,
14215135,2100,28449134,,,
14215136,1050,28450184,,,
14215137,1200,28451384,,,
14215138,900,28452284,,,
14215139,825,28453109,,,
14215140,1875,28454984,,,
14215141,600,28455584,,,
14215142,975,28456559,,,
14215143,900,28457459,,,
14215144,975,28458434,,,
14215145,1275,28459709,,,
14215146,1575,28461284,,,
14215147,2025,28463309,,,
14215148,1125,28464434,,,
14215149,900,28465334,,,
14215150,1350,28466684,,,
14215151,675,28467359,,,
14215152,1350,28468709,,,
14215153,900,28469609,,,
14215154,675,28470284,,,
14215155,2100,28472384,,,
14215156,975,28473359,,,
14215157,1425,28474784,,,
14215158,1500,28476284,,,
14215159,975,28477259,,,
14215160,1125,28478384,,,
14215161,600,28478984,,,
14215162,1425,28480409,,,
14215163,825,28481234,,,
14215164,750,28481984,,,
14215165,1800,28483784,,,
14215166,825,28484609,,,
14215167,1425,28486034,,,
14215168,900,28486934,,,
14215169,1350,28488284,,,
14215170,1125,28489409,,,
14215171,750,28490159,,,
14215172,2325,28492484,,,
14215173,1050,28493534,,,
14215174,1050,28494584,,,
14215175,1125,28495709,,,
14215176,900,28496609,,,
14215177,2175,28498784,,,
14215178,975,28499759,,,
14215179,1350,28501109,,,
14215180,900,28502009,,,
14215181,900,28502909,,,
14215182,1500,28504409,,,
14215183,1575,28505984,,,
14215184,2325,28508309,,,
14215185,825,28509134,,,
14215186,975,28510109,,,
14215187,1425,28511534,,,
14215188,750,28512284,,,
14215189,1875,28514159,,,
14215190,1950,28516109,,,
14215191,750,28516859,,,
14215192,1125,28517984,,,
14215193,825,28518809,,,
14215194,1425,28520234,,,
14215195,600,28520834,,,
14215196,975,28521809,,,
14215197,1350,28523159,,,
14215198,750,28523909,,,
14215199,2400,28526309,,,
14215200,1050,28527359,,,
14215201,975,28528334,,,
14215202,900,28529234,,,
14215203,1125,28530359,,,
14215204,1350,28531709,,,
14215205,675,28532384,,,
14215206,1575,28533959,,,
14215207,1575,28535534,,,
14215208,1125,28536659,,,
14215209,1125,28537784,,,
14215210,825,28538609,,,
14215211,1200,28539809,,,
14215212,825,28540634,,,
14215213,1875,28542509,,,
14215214,1350,28543859,,,
14215215,600,28544459,,,
14215216,1425,28545884,,,
14215217,1950,28547834,,,
14215218,1200,28549034,,,
14215219,1125,28550159,,,
14215220,825,28550984,,,
14215221,1875,28552859,,,
14215222,750,28553609,,,
14215223,1050,28554659,,,
14215224,1125,28555784,,,
14215225,1200,28556984,,,
14215226,1275,28558259,,,
14215227,825,28559084,,,
14215228,975,28560059,,,
14215229,1125,28561184,,,
14215230,900,28562084,,,
14215231,1500,28563584,,,
14215232,675,28564259,,,
14215233,1650,28565909,,,
14215234,1125,28567034,,,
14215235,675,28567709,,,
14215236,1425,28569134,,,
14215237,1125,28570259,,,
14215238,1500,28571759,,,
14215239,825,28572584,,,
14215240,1200,28573784,,,
14215241,2025,28575809,,,
14215242,1050,28576859,,,
14215243,1875,28578734,,,
14215244,825,28579559,,,
14215245,750,28580309,,,
14215246,900,28581209,,,
14215247,825,28582034,,,
14215248,1650,28583684,,,
14215249,1350,28585034,,,
14215250,1575,28586609,,,
14215251,900,28587509,,,
14215252,975,28588484,,,
14215253,1275,28589759,,,
14215254,825,28590584,,,
14215255,1200,28591784,,,
14215256,1125,28592909,,,
14215257,1125,28594034,,,
14215258,1875,28595909,,,
14215259,750,28596659,,,
14215260,1425,28598084,,,
14215261,900,28598984,,,
14215262,900,28599884,,,
14215263,1425,28601309,,,
14215264,1425,28602734,,,
14215265,2100,28604834,,,
14215266,825,28605659,,,
14215267,975,28606634,,,
14215268,1350,28607984,,,
14215269,600,28608584,,,
14215270,1875,28610459,,,
14215271,825,28611284,,,
14215272,750,28612034,,,
14215273,1125,28613159,,,
14215274,1725,28614884,,,
14215275,2100,28616984,,,
14215276,900,28617884,,,
14215277,1575,28619459,,,
14215278,1800,28621259,,,
14215279,750,28622009,,,
14215280,1275,28623284,,,
14215281,825,28624109,,,
14215282,975,28625084,,,
14215283,2025,28627109,,,
14215284,675,28627784,,,
14215285,3300,28631084,,,
14215286,750,28631834,,,
14215287,2250,28634084,,,
14215288,1125,28635209,,,
14215289,900,28636109,,,
14215290,1575,28637684,,,
14215291,825,28638509,,,
14215292,1200,28639709,,,
14215293,1275,28640984,,,
14215294,975,28641959,,,
14215295,1200,28643159,,,
14215296,750,28643909,,,
14215297,1650,28645559,,,
14215298,825,28646384,,,
14215299,750,28647134,,,
14215300,1125,28648259,,,
14215301,825,28649084,,,
14215302,1425,28650509,,,
14215303,750,28651259,,,
14215304,1050,28652309,,,
14215305,900,28653209,,,
14215306,975,28654184,,,
14215307,1275,28655459,,,
14215308,825,28656284,,,
14215309,1650,28657934,,,
14215310,1125,28659059,,,
14215311,1125,28660184,,,
14215312,1500,28661684,,,
14215313,675,28662359,,,
14215314,1200,28663559,,,
14215315,900,28664459,,,
14215316,675,28665134,,,
14215317,1125,28666259,,,
14215318,825,28667084,,,
14215319,1200,28668284,,,
14215320,825,28669109,,,
14215321,750,28669859,,,
14215322,1200,28671059,,,
14215323,750,28671809,,,
14215324,1650,28673459,,,
14215325,825,28674284,,,
14215326,750,28675034,,,
14215327,900,28675934,,,
14215328,825,28676759,,,
14215329,2100,28678859,,,
14215330,750,28679609,,,
14215331,1050,28680659,,,
14215332,900,28681559,,,
14215333,750,28682309,,,
14215334,1425,28683734,,,
14215335,1050,28684784,,,
14215336,1275,28686059,,,
14215337,900,28686959,,,
14215338,1350,28688309,,,
14215339,2325,28690634,,,
14215340,825,28691459,,,
14215341,1800,28693259,,,
14215342,1350,28694609,,,
14215343,675,28695284,,,
14215344,1425,28696709,,,
14215345,1050,28697759,,,
14215346,1800,28699559,,,
14215347,825,28700384,,,
14215348,750,28701134,,,
14215349,1650,28702784,,,
14215350,750,28703534,,,
14215351,2100,28705634,,,
14215352,825,28706459,,,
14215353,750,28707209,,,
14215354,900,28708109,,,
14215355,825,28708934,,,
14215356,1425,28710359,,,
14215357,600,28710959,,,
14215358,975,28711934,,,
14215359,900,28712834,,,
14215360,1200,28714034,,,
14215361,1800,28715834,,,
14215362,975,28716809,,,
14215363,1200,28718009,,,
14215364,900,28718909,,,
14215365,675,28719584,,,
14215366,1350,28720934,,,
14215367,600,28721534,,,
14215368,2100,28723634,,,
14215369,900,28724534,,,
14215370,900,28725434,,,
14215371,1425,28726859,,,
14215372,975,28727834,,,
14215373,1650,28729484,,,
14215374,825,28730309,,,
14215375,975,28731284,,,
14215376,1575,28732859,,,
14215377,600,28733459,,,
14215378,1425,28734884,,,
14215379,825,28735709,,,
14215380,750,28736459,,,
14215381,1125,28737584,,,
14215382,825,28738409,,,
14215383,1425,28739834,,,
14215384,600,28740434,,,
14215385,975,28741409,,,
14215386,900,28742309,,,
14215387,975,28743284,,,
14215388,1575,28744859,,,
14215389,975,28745834,,,
14215390,975,28746809,,,
14215391,1125,28747934,,,
14215392,675,28748609,,,
14215393,1575,28750184,,,
14215394,675,28750859,,,
14215395,1350,28752209,,,
14215396,1125,28753334,,,
14215397,900,28754234,,,
14215398,1125,28755359,,,
14215399,975,28756334,,,
14215400,1950,28758284,,,
14215401,825,28759109,,,
14215402,750,28759859,,,
14215403,1125,28760984,,,
14215404,600,28761584,,,
14215405,1650,28763234,,,
14215406,1050,28764284,,,
14215407,750,28765034,,,
14215408,1125,28766159,,,
14215409,1050,28767209,,,
14215410,2775,28769984,,,
14215411,750,28770734,,,
14215412,1050,28771784,,,
14215413,1125,28772909,,,
14215414,1200,28774109,,,
14215415,1725,28775834,,,
14215416,1125,28776959,,,
14215417,1125,28778084,,,
14215418,1125,28779209,,,
14215419,675,28779884,,,
14215420,1575,28781459,,,
14215421,675,28782134,,,
14215422,1575,28783709,,,
14215423,1125,28784834,,,
14215424,1125,28785959,,,
14215425,1350,28787309,,,
14215426,1125,28788434,,,
14215427,1800,28790234,,,
14215428,825,28791059,,,
14215429,750,28791809,,,
14215430,1275,28793084,,,
14215431,900,28793984,,,
14215432,3225,28797209,,,
14215433,1275,28798484,,,
14215434,1200,28799684,,,
14215435,1125,28800809,,,
14215436,825,28801634,,,
14215437,2100,28803734,,,
14215438,600,28804334,,,
14215439,2100,28806434,,,
14215440,1125,28807559,,,
14215441,750,28808309,,,
14215442,1275,28809584,,,
14215443,825,28810409,,,
14215444,1425,28811834,,,
14215445,1125,28812959,,,
